date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2019-02-05 00:00:00+05:30,860698.6300,1715170.6800,-854472.0500,-885814.8000,1000000.0000,0.0000,31342.7500,-170644.1200,-139301.3700,860698.6300,0.0000,0.0000,-15845.0500,0.9900,-0.9900,854472.0500,-854472.0500,0.0000,854472.0500,0,1,-0.0181,-0.1393,0.4355,-0.3408,-4.6955,0.3392,1048234.1157,0.0024,-0.005675715565924748,-1.0504504204722678
2019-02-06 00:00:00+05:30,861646.2300,868013.4300,-6367.2000,-36771.5200,1000000.0000,0.0000,30404.3200,-168758.0900,-138353.7700,861646.2300,0.0000,0.0000,947.6000,1.9800,-0.0100,1709713.2000,-6367.2000,851673.0000,858040.2000,1,1,0.0011,-0.1384,0.4347,-0.3401,-4.9361,0.3361,1060963.6279,0.0121,-0.005428627073389343,-0.9987949651947363
2019-02-07 00:00:00+05:30,867432.5300,9957.5300,857475.0000,837485.2400,1000000.0000,0.0000,19989.7600,-152557.2400,-132567.4700,867432.5300,0.0000,0.0000,5786.3000,0.9900,0.9900,857475.0000,857475.0000,857475.0000,0.0000,1,0,0.0067,-0.1326,0.4340,-0.3357,-4.4915,0.3328,1059588.1121,-0.0013,-0.005484245212374386,-0.9712419336092029
2019-02-08 00:00:00+05:30,831049.2300,2477113.2300,-1646064.0000,-1631895.4700,1000000.0000,0.0000,-14168.5300,-154782.2400,-168950.7700,831049.2300,0.0000,0.0000,-36383.3000,1.9800,-1.9800,1646064.0000,-1646064.0000,0.0000,1646064.0000,0,2,-0.0419,-0.1690,0.4351,-0.3635,-4.9610,0.3402,1047941.7586,-0.0110,-0.006067453953958152,-0.7976218927586721
2019-02-11 00:00:00+05:30,862488.8800,2512386.1800,-1649897.3000,-1666983.4700,1000000.0000,0.0000,17086.1700,-154597.2900,-137511.1200,862488.8800,0.0000,0.0000,31439.6500,1.9100,-1.9100,1649897.3000,-1649897.3000,0.0000,1649897.3000,0,2,0.0378,-0.1375,0.4358,-0.3394,-3.9812,0.3469,1044888.7845,-0.0029,-0.00551738264853367,-0.8288565869837633
2019-02-12 00:00:00+05:30,908978.5300,3457168.6800,-2548190.1500,-2611333.8100,1000000.0000,0.0000,63143.6600,-154165.1400,-91021.4700,908978.5300,0.0000,0.0000,46489.6500,2.8000,-2.8000,2548190.1500,-2548190.1500,0.0000,2548190.1500,0,3,0.0539,-0.0910,0.4380,-0.3038,-3.0645,0.3676,1037924.9361,-0.0067,-0.004162896286042794,-0.9026851202663336
2019-02-13 00:00:00+05:30,900522.6800,1765386.6800,-864864.0000,-922248.6800,1000000.0000,0.0000,57384.6800,-156862.0000,-99477.3200,900522.6800,0.0000,0.0000,-8455.8500,0.9600,-0.9600,864864.0000,-864864.0000,0.0000,864864.0000,0,1,-0.0093,-0.0995,0.4373,-0.3103,-3.0569,0.3675,1032830.2556,-0.0049,-0.004389896033056266,-0.8983529321375513
2019-02-14 00:00:00+05:30,891515.7300,1777057.7300,-885542.0000,-933506.1300,1000000.0000,0.0000,47964.1300,-156448.4000,-108484.2700,891515.7300,0.0000,0.0000,-9006.9500,0.9900,-0.9900,885542.0000,-885542.0000,0.0000,885542.0000,0,1,-0.0100,-0.1085,0.4366,-0.3172,-3.1766,0.3676,1031378.0560,-0.0014,-0.004533982039130428,-0.8999117767044132
2019-02-15 00:00:00+05:30,897714.7800,899920.3800,-2205.6000,-69692.6900,1000000.0000,0.0000,67487.0900,-169772.3100,-102285.2200,897714.7800,0.0000,0.0000,6199.0500,1.9500,-0.0000,1753220.4000,-2205.6000,875507.4000,877713.0000,1,1,0.0070,-0.1023,0.4359,-0.3125,-3.1199,0.3681,1028406.5584,-0.0029,-0.0042981991028807,-0.9224220583428552
2019-02-18 00:00:00+05:30,860380.8300,2582525.2300,-1722144.4000,-1753608.9200,1000000.0000,0.0000,31464.5200,-171083.6900,-139619.1700,860380.8300,0.0000,0.0000,-37333.9500,2.0000,-2.0000,1722144.4000,-1722144.4000,0.0000,1722144.4000,0,2,-0.0416,-0.1396,0.4369,-0.3411,-3.7291,0.3731,1019060.7192,-0.0091,-0.005104833450559105,-0.813595521505204
2019-02-19 00:00:00+05:30,868349.5800,1721832.2800,-853482.7000,-891834.0000,1000000.0000,0.0000,38351.3000,-170001.7200,-131650.4200,868349.5800,0.0000,0.0000,7968.7500,2.9300,-0.9800,2545109.3000,-853482.7000,845813.3000,1699296.0000,1,2,0.0093,-0.1317,0.4362,-0.3350,-3.6734,0.3738,1016463.0552,-0.0025,-0.005152737666531018,-0.7913813867733847
2019-02-20 00:00:00+05:30,858437.1800,17333.1800,841104.0000,837480.5800,1000000.0000,0.0000,3623.4200,-145186.2400,-141562.8200,858437.1800,0.0000,0.0000,-9912.4000,0.9800,0.9800,841104.0000,841104.0000,841104.0000,0.0000,1,0,-0.0114,-0.1416,0.4356,-0.3425,-3.8204,0.3737,1029724.5613,0.0130,-0.005380283347766578,-0.826073978795658
2019-02-21 00:00:00+05:30,860127.7300,3750.7300,856377.0000,851064.6200,1000000.0000,0.0000,5312.3800,-145184.6500,-139872.2700,860127.7300,0.0000,0.0000,1690.5500,1.0000,1.0000,856377.0000,856377.0000,856377.0000,0.0000,2,0,0.0020,-0.1399,0.4348,-0.3413,-3.5797,0.3728,1034349.5536,0.0045,-0.005378022939623726,-0.8268437774967642
2019-02-22 00:00:00+05:30,899791.1300,4365.3800,895425.7500,850473.1800,1000000.0000,0.0000,44952.5700,-145161.4500,-100208.8700,899791.1300,0.0000,0.0000,39663.4000,1.0000,1.0000,895425.7500,895425.7500,895425.7500,0.0000,2,0,0.0461,-0.1002,0.4362,-0.3109,-2.5346,0.3790,1034392.6882,0.0000,-0.0043393165777828105,-0.817933166340384
2019-02-25 00:00:00+05:30,941232.9800,1493.4800,939739.5000,853430.5700,1000000.0000,0.0000,86308.9300,-145075.9500,-58767.0200,941232.9800,0.0000,0.0000,41441.8500,1.0000,1.0000,939739.5000,939739.5000,939739.5000,0.0000,3,0,0.0461,-0.0588,0.4376,-0.2791,-1.5003,0.3821,1042818.3217,0.0081,-0.0029717709429574416,-0.595450083494914
2019-02-26 00:00:00+05:30,958533.7300,16345.7300,942188.0000,838244.3900,1000000.0000,0.0000,103943.6100,-145409.8800,-41466.2700,958533.7300,0.0000,0.0000,17300.7500,0.9800,0.9800,942188.0000,942188.0000,942188.0000,0.0000,2,0,0.0184,-0.0415,0.4372,-0.2659,-1.5146,0.3818,1038097.4747,-0.0045,-0.0019638071141829293,-0.611660395681889
2019-02-27 00:00:00+05:30,949849.0800,19209.2800,930639.8000,835307.1500,1000000.0000,0.0000,95332.6500,-145483.5800,-50150.9200,949849.0800,0.0000,0.0000,-8684.6500,0.9800,0.9800,930639.8000,930639.8000,930639.8000,0.0000,1,0,-0.0091,-0.0502,0.4365,-0.2725,-1.4658,0.3814,1034675.4597,-0.0033,-0.002475449075512457,-0.6095021632714289
2019-02-28 00:00:00+05:30,924783.8800,19210.6300,905573.2500,835348.9800,1000000.0000,0.0000,70224.2700,-145440.3900,-75216.1200,924783.8800,0.0000,0.0000,-25065.2000,0.9800,0.9800,905573.2500,905573.2500,905573.2500,0.0000,1,0,-0.0264,-0.0752,0.4364,-0.2917,-1.8625,0.3836,1035403.9559,0.0007,-0.002659004540423115,-0.6199342854631777
2019-03-01 00:00:00+05:30,958497.2300,5688.4800,952808.7500,848949.3400,1000000.0000,0.0000,103859.4100,-145362.1900,-41502.7700,958497.2300,0.0000,0.0000,33713.3500,0.9900,0.9900,952808.7500,952808.7500,952808.7500,0.0000,2,0,0.0365,-0.0415,0.4370,-0.2659,-1.5829,0.3906,1041112.1069,0.0055,-0.0021139628605093864,-0.5427251972457903
2019-03-05 00:00:00+05:30,1008099.5800,669.3800,1007430.2000,854065.9600,1000000.0000,0.0000,153364.2400,-145264.6600,8099.5800,1008099.5800,0.0000,0.0000,49602.3500,1.0000,1.0000,1007430.2000,1007430.2000,1007430.2000,0.0000,2,0,0.0518,0.0081,0.4389,-0.2279,-0.7783,0.4042,1053026.8537,0.0114,-0.0013566030429557345,-0.33073301900431734
2019-03-06 00:00:00+05:30,999499.5300,251.9300,999247.6000,854504.7600,1000000.0000,0.0000,144742.8400,-145243.3200,-500.4700,999499.5300,0.0000,0.0000,-8600.0500,1.0000,1.0000,999247.6000,999247.6000,999247.6000,0.0000,2,0,-0.0085,-0.0005,0.4382,-0.2345,-1.1726,0.3997,1059108.8383,0.0058,-0.0012045399865208617,-0.29472551778166384
2019-03-07 00:00:00+05:30,987257.9300,251.9300,987006.0000,854504.7600,1000000.0000,0.0000,132501.2400,-145243.3200,-12742.0700,987257.9300,0.0000,0.0000,-12241.6000,1.0000,1.0000,987006.0000,987006.0000,987006.0000,0.0000,2,0,-0.0122,-0.0127,0.4376,-0.2439,-0.7909,0.3871,1059334.0970,0.0002,-0.0019174920571670008,-0.12418635878473297
2019-03-08 00:00:00+05:30,991472.9300,251.9300,991221.0000,854504.7600,1000000.0000,0.0000,136716.2400,-145243.3200,-8527.0700,991472.9300,0.0000,0.0000,4215.0000,1.0000,1.0000,991221.0000,991221.0000,991221.0000,0.0000,2,0,0.0043,-0.0085,0.4369,-0.2407,-0.5404,0.3855,1058087.9851,-0.0012,-0.0011135012071597714,-0.014699088295525565
2019-03-11 00:00:00+05:30,1002767.3800,112.2800,1002655.1000,854664.4500,1000000.0000,0.0000,147990.6500,-145223.2700,2767.3800,1002767.3800,0.0000,0.0000,11294.4500,1.0000,1.0000,1002655.1000,1002655.1000,1002655.1000,0.0000,2,0,0.0114,0.0028,0.4363,-0.2320,-0.1871,0.3839,1071258.4292,0.0124,-0.0007197484681620335,0.1374075028629433
2019-03-12 00:00:00+05:30,1063107.5800,1134.7800,1061972.8000,853885.0800,1000000.0000,0.0000,208087.7200,-144980.1400,63107.5800,1063107.5800,0.0000,0.0000,60340.2000,1.0000,1.0000,1061972.8000,1061972.8000,1061972.8000,0.0000,2,0,0.0602,0.0631,0.4391,-0.1858,0.4487,0.4035,1082080.4317,0.0101,0.00043388383523779996,0.3551000370537398
2019-03-13 00:00:00+05:30,1061064.4300,841.6300,1060222.8000,854204.3200,1000000.0000,0.0000,206018.4800,-144954.0500,61064.4300,1061064.4300,0.0000,0.0000,-2043.1500,1.0000,1.0000,1060222.8000,1060222.8000,1060222.8000,0.0000,2,0,-0.0019,0.0611,0.4384,-0.1874,0.4289,0.4035,1087218.2469,0.0047,0.00038700816277048876,0.3499112825788349
2019-03-14 00:00:00+05:30,1042026.3800,21102.3800,1020924.0000,1019466.5000,1000000.0000,0.0000,1457.5000,40568.8800,42026.3800,1042026.3800,0.0000,0.0000,-19038.0500,0.9800,0.9800,1020924.0000,1020924.0000,1020924.0000,0.0000,1,0,-0.0179,0.0420,0.4380,-0.2019,0.2986,0.4051,1087644.8006,0.0004,0.0001286658741038792,0.359220600455629
2019-03-15 00:00:00+05:30,1043512.0800,20914.0800,1022598.0000,1014609.7500,1000000.0000,0.0000,7988.2500,35523.8300,43512.0800,1043512.0800,0.0000,0.0000,1485.7000,0.9800,0.9800,1022598.0000,1022598.0000,1022598.0000,0.0000,1,0,0.0014,0.0435,0.4373,-0.2008,0.0959,0.4029,1095706.1860,0.0074,0.000212909050412588,0.36024904458936124
2019-03-18 00:00:00+05:30,1047171.0800,21902.0800,1025269.0000,1013637.9000,1000000.0000,0.0000,11631.1000,35539.9800,47171.0800,1047171.0800,0.0000,0.0000,3659.0000,0.9800,0.9800,1025269.0000,1025269.0000,1025269.0000,0.0000,1,0,0.0035,0.0472,0.4366,-0.1980,0.2097,0.4026,1100364.7274,0.0043,-5.6660118480256655e-05,0.33895308847692074
2019-03-19 00:00:00+05:30,1048631.5800,21902.3800,1026729.2000,1013648.5300,1000000.0000,0.0000,13080.6700,35550.9100,48631.5800,1048631.5800,0.0000,0.0000,1460.5000,0.9800,0.9800,1026729.2000,1026729.2000,1026729.2000,0.0000,1,0,0.0014,0.0486,0.4359,-0.1969,0.4482,0.4001,1105713.4230,0.0049,6.233766853689661e-05,0.33634209194704545
2019-03-20 00:00:00+05:30,1052435.8300,1072393.8300,-19958.0000,-36799.2900,1000000.0000,0.0000,16841.2900,35594.5400,52435.8300,1052435.8300,0.0000,0.0000,3804.2500,1.9800,-0.0200,2084642.0000,-19958.0000,1032342.0000,1052300.0000,1,1,0.0036,0.0524,0.4352,-0.1940,0.3888,0.3997,1104160.5759,-0.0014,0.0005101632558983616,0.21693299738159935
2019-03-22 00:00:00+05:30,1044232.8800,1051766.6800,-7533.8000,-16028.4900,1000000.0000,0.0000,8494.6900,35738.1900,44232.8800,1044232.8800,0.0000,0.0000,-8202.9500,1.9700,-0.0100,2057066.2000,-7533.8000,1024766.2000,1032300.0000,1,1,-0.0078,0.0442,0.4345,-0.2003,0.5368,0.3975,1098744.7819,-0.0049,0.0001552853991432947,0.2710617009688958
2019-03-25 00:00:00+05:30,1046960.8300,3079776.4300,-2032815.6000,-2050992.3800,1000000.0000,0.0000,18176.7800,28784.0500,46960.8300,1046960.8300,0.0000,0.0000,2727.9500,1.9400,-1.9400,2032815.6000,-2032815.6000,0.0000,2032815.6000,0,2,0.0026,0.0470,0.4338,-0.1982,1.4221,0.3680,1088023.4269,-0.0098,0.0005980834089744814,0.2981567285077775
2019-03-26 00:00:00+05:30,1017505.6300,2000205.6300,-982700.0000,-983132.3800,1000000.0000,0.0000,432.3800,17073.2500,17505.6300,1017505.6300,0.0000,0.0000,-29455.2000,0.9700,-0.9700,982700.0000,-982700.0000,0.0000,982700.0000,0,1,-0.0281,0.0175,0.4338,-0.2207,1.0794,0.3732,1101658.7666,0.0125,0.0013436939711301903,0.22009112185866625
2019-03-27 00:00:00+05:30,1007750.8800,1006690.8800,1060.0000,10347.5800,1000000.0000,0.0000,-9287.5800,17038.4500,7750.8800,1007750.8800,0.0000,0.0000,-9754.7500,1.9600,0.0000,1977584.0000,1060.0000,989322.0000,988262.0000,1,1,-0.0096,0.0078,0.4332,-0.2282,0.9560,0.3739,1095984.1648,-0.0052,0.0011992842234313785,0.24793423221468824
2019-03-28 00:00:00+05:30,1017345.6300,1031315.4300,-13969.8000,-14265.9800,1000000.0000,0.0000,296.1800,17049.4500,17345.6300,1017345.6300,0.0000,0.0000,9594.7500,1.9500,-0.0100,1985388.2000,-13969.8000,985709.2000,999679.0000,1,1,0.0095,0.0173,0.4326,-0.2208,1.4567,0.3673,1110280.9024,0.0130,0.001260970052061215,0.26889581961042797
2019-03-29 00:00:00+05:30,1067924.9300,1524.4300,1066400.5000,1015956.2100,1000000.0000,0.0000,50444.2900,17480.6400,67924.9300,1067924.9300,0.0000,0.0000,50579.3000,1.0000,1.0000,1066400.5000,1066400.5000,1066400.5000,0.0000,2,0,0.0497,0.0679,0.4342,-0.1821,1.9163,0.3800,1113007.9703,0.0025,0.002551314540704848,0.3385709577506894
2019-04-01 00:00:00+05:30,1094968.8800,1387.2800,1093581.6000,1016144.9700,1000000.0000,0.0000,77436.6300,17532.2500,94968.8800,1094968.8800,0.0000,0.0000,27043.9500,1.0000,1.0000,1093581.6000,1093581.6000,1093581.6000,0.0000,2,0,0.0253,0.0950,0.4341,-0.1614,2.1604,0.3828,1117105.7614,0.0037,0.0027575640514460233,0.38414190190693426
2019-04-02 00:00:00+05:30,1104135.3300,21899.5800,1082235.7500,995681.7400,1000000.0000,0.0000,86554.0100,17581.3200,104135.3300,1104135.3300,0.0000,0.0000,9166.4500,2.9000,0.9800,3203403.7500,1082235.7500,2142819.7500,1060584.0000,2,1,0.0084,0.1041,0.4335,-0.1544,2.6480,0.3759,1123892.2784,0.0061,0.0027306449502140953,0.40403113945205144
2019-04-03 00:00:00+05:30,1070191.2800,21866.7300,1048324.5500,996976.3100,1000000.0000,0.0000,51348.2400,18843.0400,70191.2800,1070191.2800,0.0000,0.0000,-33944.0500,2.9700,0.9800,3182149.2500,1048324.5500,2115236.9000,1066912.3500,2,1,-0.0307,0.0702,0.4337,-0.1804,2.0922,0.3816,1115289.3136,-0.0077,0.002612165693615084,0.5705678227539434
2019-04-04 00:00:00+05:30,1050475.4300,21181.2300,1029294.2000,975643.7800,1000000.0000,0.0000,53650.4200,-3174.9900,50475.4300,1050475.4300,0.0000,0.0000,-19715.8500,0.9800,0.9800,1029294.2000,1029294.2000,1029294.2000,0.0000,1,0,-0.0184,0.0505,0.4333,-0.1955,1.9960,0.3832,1112284.2669,-0.0027,0.0020823779686877167,0.5887352582159812
2019-04-05 00:00:00+05:30,1046636.6300,21036.2300,1025600.4000,975811.6800,1000000.0000,0.0000,49788.7200,-3152.0900,46636.6300,1046636.6300,0.0000,0.0000,-3838.8000,0.9800,0.9800,1025600.4000,1025600.4000,1025600.4000,0.0000,1,0,-0.0037,0.0466,0.4326,-0.1984,2.0676,0.3825,1119871.1712,0.0068,0.0021669091608222104,0.5705977470708142
2019-04-08 00:00:00+05:30,1032812.2300,2037686.2300,-1004874.0000,-1007511.6500,1000000.0000,0.0000,2637.6500,30174.5800,32812.2300,1032812.2300,0.0000,0.0000,-13824.4000,0.9700,-0.9700,1004874.0000,-1004874.0000,0.0000,1004874.0000,0,1,-0.0132,0.0328,0.4321,-0.2090,1.9379,0.3838,1111958.3607,-0.0071,0.0021654383607582765,0.6297053264154716
2019-04-09 00:00:00+05:30,1034495.9300,2049500.6300,-1015004.7000,-1019268.8600,1000000.0000,0.0000,4264.1600,30231.7700,34495.9300,1034495.9300,0.0000,0.0000,1683.7000,0.9800,-0.9800,1015004.7000,-1015004.7000,0.0000,1015004.7000,0,1,0.0016,0.0345,0.4314,-0.2077,2.0188,0.3834,1119171.4314,0.0065,0.0021407148496540773,0.6173677790791172
2019-04-10 00:00:00+05:30,1027603.5800,1027903.5800,-300.0000,2399.7000,1000000.0000,0.0000,-2699.7000,30303.2700,27603.5800,1027603.5800,0.0000,0.0000,-6892.3500,1.9600,-0.0000,2015220.0000,-300.0000,1007460.0000,1007760.0000,1,1,-0.0067,0.0276,0.4308,-0.2130,1.8882,0.3839,1110223.3895,-0.0080,0.002168807835817235,0.6213849581152191
2019-04-11 00:00:00+05:30,1032876.5800,3056809.3800,-2023932.8000,-2040497.8800,1000000.0000,0.0000,16565.0800,16311.5000,32876.5800,1032876.5800,0.0000,0.0000,5273.0000,1.9600,-1.9600,2023932.8000,-2023932.8000,0.0000,2023932.8000,0,2,0.0051,0.0329,0.4301,-0.2089,2.0796,0.3827,1112015.8735,0.0016,0.0021021519434057264,0.6312280799363403
2019-04-12 00:00:00+05:30,999183.6800,999183.6800,0.0000,0.0000,1000000.0000,0.0000,0.0000,-816.3200,-816.3200,999183.6800,0.0000,0.0000,-33692.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0326,-0.0008,0.4304,-0.2348,1.7000,0.3896,1114838.7963,0.0025,0.0017804299238685535,0.7136179668285318
2019-04-15 00:00:00+05:30,1015730.0300,20754.0300,994976.0000,978455.7300,1000000.0000,0.0000,16520.2700,-790.2400,15730.0300,1015730.0300,0.0000,0.0000,16546.3500,0.9800,0.9800,994976.0000,994976.0000,994976.0000,0.0000,1,0,0.0166,0.0157,0.4300,-0.2221,1.9193,0.3904,1120379.2014,0.0050,0.001994506705678097,0.7288460988122137
2019-04-16 00:00:00+05:30,1006404.9300,16292.5300,990112.4000,992076.8000,1000000.0000,0.0000,-1964.4000,8369.3300,6404.9300,1006404.9300,0.0000,0.0000,-9325.1000,0.9800,0.9800,990112.4000,990112.4000,990112.4000,0.0000,2,0,-0.0092,0.0064,0.4294,-0.2292,1.8966,0.3906,1130606.9044,0.0091,0.0018745058074053273,0.6748022192607668
2019-04-18 00:00:00+05:30,999491.1300,1966989.1300,-967498.0000,-972448.0700,1000000.0000,0.0000,4950.0700,-5458.9400,-508.8700,999491.1300,0.0000,0.0000,-6913.8000,0.9700,-0.9700,967498.0000,-967498.0000,0.0000,967498.0000,0,1,-0.0069,-0.0005,0.4288,-0.2345,1.8104,0.3911,1126072.9742,-0.0040,0.0019257361414358703,0.6878945198236986
2019-04-22 00:00:00+05:30,1007812.1800,1964193.5800,-956381.4000,-972324.7000,1000000.0000,0.0000,15943.3000,-8131.1200,7812.1800,1007812.1800,0.0000,0.0000,8321.0500,0.9500,-0.9500,956381.4000,-956381.4000,0.0000,956381.4000,0,1,0.0083,0.0078,0.4282,-0.2281,1.9463,0.3910,1111157.9734,-0.0132,0.0023086440838220776,0.6169689321338242
2019-04-23 00:00:00+05:30,1021516.2800,2002036.5800,-980520.3000,-1009784.3100,1000000.0000,0.0000,29264.0100,-7747.7300,21516.2800,1021516.2800,0.0000,0.0000,13704.1000,0.9600,-0.9600,980520.3000,-980520.3000,0.0000,980520.3000,0,1,0.0136,0.0215,0.4277,-0.2177,2.0314,0.3916,1109993.3381,-0.0010,0.002597094859750625,0.6022142951950961
2019-04-24 00:00:00+05:30,1015578.4800,1015578.4800,0.0000,0.0000,1000000.0000,0.0000,0.0000,15578.4800,15578.4800,1015578.4800,0.0000,0.0000,-5937.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0058,0.0156,0.4271,-0.2222,2.2052,0.3889,1123633.4706,0.0123,0.0022487380387908877,0.5707700586710047
2019-04-25 00:00:00+05:30,1015578.4800,1015578.4800,0.0000,0.0000,1000000.0000,0.0000,0.0000,15578.4800,15578.4800,1015578.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0156,0.4264,-0.2222,1.7928,0.3807,1116947.6010,-0.0060,0.0026556225097853687,0.5856089958769584
2019-04-26 00:00:00+05:30,1021369.1300,2021554.1300,-1000185.0000,-1005972.1100,1000000.0000,0.0000,5787.1100,15582.0200,21369.1300,1021369.1300,0.0000,0.0000,5790.6500,0.9800,-0.9800,1000185.0000,-1000185.0000,0.0000,1000185.0000,0,1,0.0057,0.0214,0.4258,-0.2178,1.7053,0.3800,1126168.8290,0.0083,0.0017254887835004538,0.7151319226775931
2019-04-30 00:00:00+05:30,1066548.4800,2128783.2800,-1062234.8000,-1112844.5300,1000000.0000,0.0000,50609.7300,15938.7400,66548.4800,1066548.4800,0.0000,0.0000,45179.3500,2.9700,-1.0000,3166407.8000,-1062234.8000,1052086.5000,2114321.3000,1,2,0.0442,0.0665,0.4269,-0.1832,2.4866,0.3838,1125243.8305,-0.0008,0.0020662367387386865,0.7507227567390553
2019-05-02 00:00:00+05:30,1114425.0300,4281190.5300,-3166765.5000,-3277519.8700,1000000.0000,0.0000,110754.3700,3670.6600,114425.0300,1114425.0300,0.0000,0.0000,47876.5500,2.8400,-2.8400,3166765.5000,-3166765.5000,0.0000,3166765.5000,0,3,0.0449,0.1144,0.4281,-0.1465,2.9567,0.3925,1123417.7974,-0.0016,0.0033940360357360665,0.6862694747796869
2019-05-03 00:00:00+05:30,1158062.6300,4499018.2300,-3340955.6000,-3493544.0600,1000000.0000,0.0000,152588.4600,5474.1600,158062.6300,1158062.6300,0.0000,0.0000,43637.6000,2.8800,-2.8800,3340955.6000,-3340955.6000,0.0000,3340955.6000,0,3,0.0392,0.1581,0.4288,-0.1131,3.0946,0.3971,1122449.6643,-0.0009,0.004142179656596155,0.6457698713359932
2019-05-06 00:00:00+05:30,1213400.0300,4734133.5800,-3520733.5500,-3729154.0600,1000000.0000,0.0000,208420.5100,4979.5100,213400.0300,1213400.0300,0.0000,0.0000,55337.4000,2.9000,-2.9000,3520733.5500,-3520733.5500,0.0000,3520733.5500,0,3,0.0478,0.2134,0.4302,-0.0707,4.0380,0.3956,1111263.4137,-0.0100,0.005119180400113283,0.39799162831580276
2019-05-07 00:00:00+05:30,1221320.8300,3558013.5300,-2336692.7000,-2512874.3900,1000000.0000,0.0000,176181.6900,45139.1400,221320.8300,1221320.8300,0.0000,0.0000,7920.8000,1.9100,-1.9100,2336692.7000,-2336692.7000,0.0000,2336692.7000,0,2,0.0065,0.2213,0.4296,-0.0646,3.7688,0.3906,1101965.5019,-0.0084,0.005900245807848684,0.48579215400910514
2019-05-08 00:00:00+05:30,1227054.4800,2414733.4800,-1187679.0000,-1282766.1700,1000000.0000,0.0000,95087.1700,131967.3100,227054.4800,1227054.4800,0.0000,0.0000,5733.6500,0.9700,-0.9700,1187679.0000,-1187679.0000,0.0000,1187679.0000,0,1,0.0047,0.2271,0.4290,-0.0602,4.0470,0.3874,1089346.2226,-0.0115,0.00550393463326833,0.45941845844178314
2019-05-09 00:00:00+05:30,1227795.1800,2450076.1800,-1222281.0000,-1223478.5400,1000000.0000,0.0000,1197.5400,226597.6400,227795.1800,1227795.1800,0.0000,0.0000,740.7000,1.0000,-1.0000,1222281.0000,-1222281.0000,0.0000,1222281.0000,0,1,0.0006,0.2278,0.4284,-0.0597,4.0413,0.3874,1083053.3576,-0.0058,0.005860890164660115,0.479400736382194
2019-05-10 00:00:00+05:30,1219446.4800,1219446.4800,0.0000,0.0000,1000000.0000,0.0000,0.0000,219446.4800,219446.4800,1219446.4800,0.0000,0.0000,-8348.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0068,0.2194,0.4278,-0.0661,3.8858,0.3884,1079084.9705,-0.0037,0.005837925875426404,0.5381384878674926
2019-05-13 00:00:00+05:30,1230166.3800,2401641.4800,-1171475.1000,-1182195.0000,1000000.0000,0.0000,10719.9000,219446.4800,230166.3800,1230166.3800,0.0000,0.0000,10719.9000,0.9500,-0.9500,1171475.1000,-1171475.1000,0.0000,1171475.1000,0,1,0.0088,0.2302,0.4272,-0.0579,4.5879,0.3753,1069255.0647,-0.0091,0.005945420126159485,0.5142083895158338
2019-05-14 00:00:00+05:30,1217430.9800,25335.2300,1192095.7500,1185968.6400,1000000.0000,0.0000,6127.1100,211303.8700,217430.9800,1217430.9800,0.0000,0.0000,-12735.4000,2.9600,0.9800,3603621.7500,1192095.7500,2397858.7500,1205763.0000,2,1,-0.0104,0.2174,0.4267,-0.0676,4.0923,0.3713,1077465.0250,0.0077,0.0064092358098337965,0.29548809741943466
2019-05-15 00:00:00+05:30,1134458.0800,1134458.0800,0.0000,0.0000,1000000.0000,0.0000,0.0000,134458.0800,134458.0800,1134458.0800,0.0000,0.0000,-82972.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0682,0.1345,0.4301,-0.1312,2.5945,0.3880,1067841.2070,-0.0089,0.004600785177102232,0.5580470208135585
2019-05-16 00:00:00+05:30,1117472.8800,24434.8800,1093038.0000,1093562.6400,1000000.0000,0.0000,-524.6400,117997.5200,117472.8800,1117472.8800,0.0000,0.0000,-16985.2000,0.9800,0.9800,1093038.0000,1093038.0000,1093038.0000,0.0000,1,0,-0.0150,0.1175,0.4297,-0.1442,2.5262,0.3890,1080839.1126,0.0122,0.0032792707096426428,0.5866000540454669
2019-05-17 00:00:00+05:30,1138778.8800,24434.8800,1114344.0000,1093562.6400,1000000.0000,0.0000,20781.3600,117997.5200,138778.8800,1138778.8800,0.0000,0.0000,21306.0000,0.9800,0.9800,1114344.0000,1114344.0000,1114344.0000,0.0000,1,0,0.0191,0.1388,0.4294,-0.1278,2.8394,0.3892,1094474.4523,0.0126,0.003563626806890303,0.599604407255521
