,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
18,2018-02-14 11:16:00+05:30,2018-02-19 11:33:00+05:30,TATAELXSI,880.0,1023.81,997.73,True,-22950.399999999936,-0.02547347652396434,5 days 00:17:00,-0.025173315807014672
19,2018-02-22 13:16:00+05:30,2018-03-01 11:27:00+05:30,BRITANNIA,194.0,4816.87,4945.69,True,24991.079999999944,0.026743507713515146,6 days 22:11:00,-0.001700725928612022
20,2018-02-19 14:16:00+05:30,2018-03-01 11:33:00+05:30,ADANIENT,5142.0,201.86,201.56,False,-1542.6000000000586,-0.0014861785395819448,9 days 21:17:00,0.02704004626580271
21,2018-02-22 14:16:00+05:30,2018-03-05 11:39:00+05:30,TATAELXSI,927.0,1001.18,1029.82,True,26549.279999999988,0.02860624463133501,10 days 21:23:00,0.028725999817685026
22,2018-03-07 14:16:00+05:30,2018-03-08 14:15:00+05:30,TATAELXSI,1055.0,998.39,1002.87,False,4726.40000000002,0.004487224431334467,0 days 23:59:00,0.1391698162232881
23,2018-03-07 12:17:00+05:30,2018-03-08 15:15:00+05:30,BRITANNIA,221.0,4901.75,4848.06,True,-11865.48999999991,-0.010953230988932442,1 days 02:58:00,0.004370553874122814
24,2018-03-08 14:15:00+05:30,2018-03-09 09:40:00+05:30,TATAELXSI,1069.0,1001.96,1001.63,False,-352.77000000004375,-0.00032935446524815453,0 days 19:25:00,-0.010972148630641694
25,2018-03-09 10:16:00+05:30,2018-03-14 12:48:00+05:30,BRITANNIA,259.0,4863.08,4828.19,True,-9036.510000000086,-0.007174465565032928,5 days 02:32:00,-0.00030509670282030774
26,2018-03-06 14:16:00+05:30,2018-03-15 10:21:00+05:30,ADANIENT,9328.0,165.59,181.3,False,146542.88000000006,0.09487287879702884,8 days 20:05:00,
27,2018-03-15 14:16:00+05:30,2018-03-19 10:51:00+05:30,BRITANNIA,215.0,4870.0,4823.25,True,-10051.25,-0.00959958932238193,3 days 20:35:00,-0.009400535969670254
28,2018-03-19 10:16:00+05:30,2018-03-21 10:37:00+05:30,ADANIENT,7059.0,164.02,156.23,False,-54989.610000000146,-0.0474942080234119,2 days 00:21:00,-0.05388076540036676
29,2018-03-19 12:16:00+05:30,2018-03-21 11:11:00+05:30,TATAELXSI,1115.0,1001.4,981.84,False,-21809.39999999994,-0.019532654284002342,1 days 22:55:00,-0.021369621732591892
30,2018-03-23 13:16:00+05:30,2018-03-26 13:18:00+05:30,TATAELXSI,1009.0,974.18,965.32,False,-8939.7399999999,-0.009094828471124332,3 days 00:02:00,
31,2018-03-23 11:16:00+05:30,2018-03-26 14:24:00+05:30,ADANIENT,6502.0,156.89,151.54,False,-34785.69999999996,-0.03410032506851931,3 days 03:08:00,
32,2018-03-27 10:16:00+05:30,2018-04-04 11:16:00+05:30,BRITANNIA,201.0,4925.29,5008.34,True,16693.050000000036,0.01686195127596551,8 days 01:00:00,0.01696908094907434
33,2018-03-27 10:16:00+05:30,2018-04-04 11:16:00+05:30,ADANIENT,6664.0,161.65,162.68,False,6863.920000000007,0.0063717909062790045,8 days 01:00:00,0.006977419591265241
34,2018-04-10 12:16:00+05:30,2018-04-12 11:48:00+05:30,BRITANNIA,195.0,5186.01,5095.4,False,-17668.950000000114,-0.017472006417265023,1 days 23:32:00,0.15826281965303302
35,2018-04-12 12:16:00+05:30,2018-04-13 11:33:00+05:30,ADANIENT,7146.0,141.61,138.3,False,-23653.260000000017,-0.023374055504554778,0 days 23:17:00,-0.01821642178625889
36,2018-04-16 10:16:00+05:30,2018-04-20 13:49:00+05:30,BRITANNIA,178.0,5362.11,5315.21,True,-8348.199999999935,-0.008746556859146798,4 days 03:33:00,-0.024497648627541408
37,2018-04-18 13:16:00+05:30,2018-04-20 14:26:00+05:30,ADANIENT,6907.0,137.12,138.0,False,6078.159999999969,0.00641773628938153,2 days 01:10:00,-0.008663143379682256
38,2018-04-20 14:26:00+05:30,2018-04-23 12:21:00+05:30,ADANIENT,7618.0,140.85,137.23,False,-27577.160000000036,-0.02570110046148388,2 days 21:55:00,0.006166539460197465
39,2018-04-24 14:16:00+05:30,2018-04-25 12:10:00+05:30,ADANIENT,7680.0,138.88,137.59,False,-9907.199999999939,-0.009288594470046027,0 days 21:54:00,
40,2018-04-26 12:16:00+05:30,2018-04-26 13:19:00+05:30,BRITANNIA,4.0,5393.8,5379.46,True,-57.36000000000058,-0.002658608031443536,0 days 01:03:00,-0.009327701173866543
41,2018-04-26 13:16:00+05:30,2018-04-27 10:24:00+05:30,ADANIENT,7686.0,144.85,137.33,False,-57798.71999999986,-0.05191577493959257,0 days 21:08:00,-5.843442500744879e-05
42,2018-04-02 14:17:00+05:30,2018-04-27 14:55:00+05:30,TATAELXSI,993.0,1031.45,1187.41,True,154868.28000000003,0.1512046148625721,25 days 00:38:00,-0.058881362785329294
43,2018-04-30 09:16:00+05:30,2018-04-30 14:31:00+05:30,ADANIENT,1104.0,143.01,140.79,True,-2450.8799999999987,-0.015523389972729174,0 days 05:15:00,
44,2018-04-30 14:16:00+05:30,2018-05-02 11:16:00+05:30,TATAELXSI,83.0,1216.65,1211.45,True,-431.6000000000038,-0.004274031151111696,1 days 21:00:00,
45,2018-04-27 11:16:00+05:30,2018-05-03 12:40:00+05:30,BRITANNIA,183.0,5445.95,5341.15,True,-19178.400000000034,-0.019243658131271896,6 days 01:24:00,
46,2018-05-02 14:16:00+05:30,2018-05-04 13:35:00+05:30,ADANIENT,8251.0,129.23,132.31,False,25413.080000000104,0.023833475199257236,1 days 23:19:00,0.025449500780567173
47,2018-05-04 14:16:00+05:30,2018-05-08 11:47:00+05:30,TATAELXSI,902.0,1176.18,1168.27,False,-7134.820000000074,-0.0067251611147954235,3 days 21:31:00,
48,2018-05-07 12:16:00+05:30,2018-05-08 13:06:00+05:30,BRITANNIA,183.0,5451.91,5473.33,True,3919.8600000000133,0.0039288983127014334,1 days 00:50:00,0.0040030841188305
49,2018-05-11 13:16:00+05:30,2018-05-14 11:10:00+05:30,TATAELXSI,826.0,1190.93,1167.17,True,-19625.75999999999,-0.019950794757038606,2 days 21:54:00,0.008102593969547545
50,2018-05-11 12:16:00+05:30,2018-05-14 15:02:00+05:30,BRITANNIA,182.0,5450.84,5465.71,True,2706.33999999998,0.002728019901519746,3 days 02:46:00,
51,2018-05-09 11:16:00+05:30,2018-05-15 12:07:00+05:30,ADANIENT,8666.0,127.91,128.84,False,8059.380000000059,0.007270737237119903,6 days 00:51:00,
52,2018-05-17 13:17:00+05:30,2018-05-18 10:58:00+05:30,BRITANNIA,175.0,5529.58,5508.0,False,-3776.4999999999873,-0.003902647217329332,0 days 21:41:00,-0.003951829226563227
53,2018-05-17 13:16:00+05:30,2018-05-18 12:02:00+05:30,TATAELXSI,812.0,1187.21,1169.44,True,-14429.239999999985,-0.01496786583670958,0 days 22:46:00,-0.01509913738887735
54,2018-05-18 14:16:00+05:30,2018-05-21 12:11:00+05:30,BRITANNIA,171.0,5628.55,5579.18,True,-8442.269999999982,-0.00877135319043091,2 days 21:55:00,
55,2018-05-18 12:16:00+05:30,2018-05-22 15:17:00+05:30,ADANIENT,8511.0,121.65,120.08,False,-13362.270000000062,-0.012905877517468207,4 days 03:01:00,
56,2018-05-23 13:16:00+05:30,2018-05-24 15:00:00+05:30,TATAELXSI,783.0,1208.88,1193.58,True,-11979.900000000143,-0.01265634306134619,1 days 01:44:00,0.03449544070834334
57,2018-05-23 11:16:00+05:30,2018-05-25 09:42:00+05:30,ADANIENT,7974.0,118.94,118.49,False,-3588.3000000000225,-0.003783420211871556,1 days 22:26:00,-0.012813676992316269
58,2018-05-25 10:16:00+05:30,2018-05-28 13:20:00+05:30,TATAELXSI,10.0,1218.65,1214.18,True,-44.70000000000027,-0.003667993271242791,3 days 03:04:00,-0.0038380384770764536
59,2018-05-28 12:16:00+05:30,2018-05-29 12:16:00+05:30,ADANIENT,135.0,128.76,125.2,True,-480.5999999999984,-0.02764833799316549,1 days 00:00:00,
60,2018-05-22 14:16:00+05:30,2018-05-29 14:13:00+05:30,BRITANNIA,167.0,5593.56,5791.06,True,32982.5,0.03530846187401226,6 days 23:57:00,-0.0005073181112565701
61,2018-05-30 10:16:00+05:30,2018-06-01 11:38:00+05:30,TATAELXSI,754.0,1232.68,1217.47,True,-11468.340000000027,-0.01233896875101408,2 days 01:22:00,-0.012057067305205525
62,2018-06-01 14:16:00+05:30,2018-06-04 11:03:00+05:30,ADANIENT,7832.0,120.32,118.0,False,-18170.239999999947,-0.019281914893616966,2 days 20:47:00,
63,2018-06-01 14:16:00+05:30,2018-06-05 11:45:00+05:30,BRITANNIA,159.0,5801.0,5821.14,False,3202.260000000052,0.0034718152042751815,3 days 21:29:00,
64,2018-06-05 13:16:00+05:30,2018-06-06 14:31:00+05:30,ADANIENT,8196.0,115.44,114.51,False,-7622.27999999994,-0.008056133056132992,1 days 01:15:00,-0.008375089583631421
65,2018-06-05 11:16:00+05:30,2018-06-06 14:32:00+05:30,TATAELXSI,813.0,1180.09,1176.24,False,-3130.049999999926,-0.0032624630324804968,1 days 03:16:00,-0.0034391873758567145
66,2018-06-07 13:16:00+05:30,2018-06-08 10:25:00+05:30,BRITANNIA,60.0,5945.89,5938.63,True,-435.6000000000131,-0.001221011488608134,0 days 21:09:00,-0.0004741530270115521
67,2018-06-07 13:16:00+05:30,2018-06-15 14:46:00+05:30,ADANIENT,7174.0,124.6,131.86,True,52083.240000000136,0.05826645264847528,8 days 01:30:00,0.056692896929679694
68,2018-06-13 11:16:00+05:30,2018-06-18 15:06:00+05:30,TATAELXSI,725.0,1301.09,1294.87,True,-4509.50000000002,-0.00478060702949068,5 days 03:50:00,-0.004603589074216675
69,2018-06-18 11:16:00+05:30,2018-06-19 14:14:00+05:30,ADANIENT,7005.0,133.93,131.02,True,-20384.549999999977,-0.02172776823713878,1 days 02:58:00,-0.021753483675616306
70,2018-06-19 12:16:00+05:30,2018-06-20 14:29:00+05:30,BRITANNIA,156.0,6010.89,5961.57,False,-7693.9200000000965,-0.008205107729471112,1 days 02:13:00,-0.00820140969990416
71,2018-06-19 13:16:00+05:30,2018-06-22 12:46:00+05:30,TATAELXSI,708.0,1307.74,1310.85,True,2201.879999999929,0.0023781485616406165,2 days 23:30:00,0.0023471156432643137
72,2018-06-22 11:17:00+05:30,2018-06-25 11:35:00+05:30,BRITANNIA,155.0,6025.81,5937.73,False,-13652.400000000129,-0.014617122013472185,3 days 00:18:00,
73,2018-06-27 12:16:00+05:30,2018-06-29 11:21:00+05:30,ADANIENT,9560.0,113.3,118.14,False,46270.40000000003,0.042718446601941774,1 days 23:05:00,0.019836936887525098
74,2018-06-28 10:16:00+05:30,2018-06-29 12:49:00+05:30,TATAELXSI,785.0,1312.62,1313.89,False,996.9500000001642,0.000967530587679762,1 days 02:33:00,0.045019661512866495
75,2018-06-26 11:16:00+05:30,2018-07-02 13:01:00+05:30,BRITANNIA,166.0,6074.21,6190.23,True,19259.31999999992,0.019100426228266642,6 days 01:45:00,0.001005410833789755
76,2018-07-02 13:16:00+05:30,2018-07-03 15:04:00+05:30,ADANIENT,9816.0,106.01,103.54,False,-24245.51999999999,-0.023299688708612383,1 days 01:48:00,-0.025254288671108654
77,2018-07-04 10:16:00+05:30,2018-07-06 11:23:00+05:30,ADANIENT,9789.0,110.49,105.45,False,-49336.559999999925,-0.04561498778169964,2 days 01:07:00,-0.05149047881552362
78,2018-07-04 13:16:00+05:30,2018-07-06 13:16:00+05:30,TATAELXSI,731.0,1360.32,1355.79,False,-3311.4299999999803,-0.0033300988002822668,2 days 00:00:00,-0.0034559992886429177
79,2018-07-04 12:16:00+05:30,2018-07-11 11:41:00+05:30,BRITANNIA,156.0,6307.35,6324.25,True,2636.3999999999432,0.002679413699889753,6 days 23:25:00,0.0027514990576814388
80,2018-07-10 14:16:00+05:30,2018-07-12 12:18:00+05:30,TATAELXSI,97.0,1421.16,1425.14,True,386.06000000000176,0.0028005291452053377,1 days 22:02:00,0.0004227353570559435
81,2018-07-12 13:16:00+05:30,2018-07-13 11:01:00+05:30,BRITANNIA,142.0,6416.16,6357.11,False,-8385.100000000026,-0.009203324106630786,0 days 21:45:00,0.5333029580579752
82,2018-07-17 14:16:00+05:30,2018-07-18 10:31:00+05:30,TATAELXSI,701.0,1435.81,1410.4,False,-17812.409999999898,-0.017697327640843745,0 days 20:15:00,-0.008779800772623752
83,2018-07-19 14:16:00+05:30,2018-07-20 11:02:00+05:30,TATAELXSI,775.0,1390.07,1370.78,False,-14949.74999999997,-0.01387699900005033,0 days 20:46:00,-0.017471621651776584
84,2018-07-18 12:16:00+05:30,2018-07-23 12:22:00+05:30,BRITANNIA,181.0,6398.36,6355.68,False,-7725.079999999888,-0.006670459305196861,5 days 00:06:00,-0.007079175983284967
85,2018-07-23 14:16:00+05:30,2018-07-24 10:54:00+05:30,TATAELXSI,851.0,1384.11,1377.0,False,-6050.609999999915,-0.005136874959360095,0 days 20:38:00,-0.013126593491928037
86,2018-07-25 11:16:00+05:30,2018-07-25 13:17:00+05:30,TATAELXSI,987.0,1429.79,1357.59,False,-71261.40000000004,-0.05049692612201795,0 days 02:01:00,-0.004721384651092986
87,2018-07-26 13:16:00+05:30,2018-07-27 12:16:00+05:30,BRITANNIA,4.0,6476.44,6462.25,True,-56.7599999999984,-0.0021910185225215706,0 days 23:00:00,-0.05518644718731724
88,2018-07-10 11:16:00+05:30,2018-07-30 14:21:00+05:30,ADANIENT,7494.0,124.98,189.97,True,487035.05999999994,0.5200032005120818,20 days 03:05:00,-4.347084091101985e-05
89,2018-07-30 11:16:00+05:30,2018-07-31 12:33:00+05:30,BRITANNIA,202.0,6391.07,6248.77,False,-28744.599999999853,-0.022265442249889186,1 days 01:17:00,-0.023232980172571797
90,2018-07-31 11:16:00+05:30,2018-07-31 14:08:00+05:30,ADANIENT,6278.0,194.25,193.01,True,-7784.720000000058,-0.006383526383526431,0 days 02:52:00,-0.006292042519604565
91,2018-08-03 13:16:00+05:30,2018-08-07 11:21:00+05:30,ADANIENT,6166.0,201.2,188.34,True,-79294.75999999991,-0.06391650099403572,3 days 22:05:00,
92,2018-08-07 10:16:00+05:30,2018-08-08 11:34:00+05:30,TATAELXSI,860.0,1412.91,1391.29,False,-18593.200000000103,-0.015301753119448598,1 days 01:18:00,0.003138432764120177
93,2018-08-06 14:16:00+05:30,2018-08-09 11:00:00+05:30,BRITANNIA,195.0,6329.91,6349.03,False,3728.3999999999787,0.0030205800714385974,2 days 20:44:00,-0.016204977927764177
94,2018-08-13 11:16:00+05:30,2018-08-14 12:14:00+05:30,ADANIENT,5818.0,197.68,195.04,False,-15359.520000000086,-0.013354917037636659,1 days 00:58:00,-0.013501390699886488
95,2018-08-13 12:16:00+05:30,2018-08-20 11:11:00+05:30,TATAELXSI,794.0,1423.71,1421.1,True,-2072.340000000101,-0.0018332385106518373,6 days 22:55:00,-0.0018216371346893635
96,2018-08-17 11:16:00+05:30,2018-08-23 11:43:00+05:30,ADANIENT,4685.0,202.57,206.85,True,20051.800000000007,0.021128498790541548,6 days 00:27:00,
97,2018-08-17 11:16:00+05:30,2018-08-24 13:35:00+05:30,BRITANNIA,165.0,6846.06,6782.9,True,-10421.400000000125,-0.009225744442789102,7 days 02:19:00,
98,2018-08-24 14:16:00+05:30,2018-08-27 12:15:00+05:30,TATAELXSI,783.0,1426.9,1419.41,False,-5864.670000000007,-0.005249141495549799,2 days 21:59:00,
99,2018-08-28 10:16:00+05:30,2018-08-29 10:48:00+05:30,BRITANNIA,161.0,6834.65,6777.4,True,-9217.25,-0.00837643478451713,1 days 00:32:00,-0.00836290423365239
100,2018-08-29 11:16:00+05:30,2018-08-30 10:22:00+05:30,ADANIENT,4892.0,226.86,221.25,True,-27444.120000000068,-0.02472890769637668,0 days 23:06:00,-0.025179746214150395
101,2018-08-29 14:16:00+05:30,2018-08-30 10:55:00+05:30,TATAELXSI,792.0,1411.7,1405.63,False,-4807.43999999995,-0.004299780406601924,0 days 20:39:00,-0.00441078522975973
102,2018-08-30 14:16:00+05:30,2018-08-31 10:59:00+05:30,BRITANNIA,162.0,6704.19,6657.4,False,-7579.979999999994,-0.00697921747444508,0 days 20:43:00,-0.00702276581002471
103,2018-08-30 11:16:00+05:30,2018-09-03 12:23:00+05:30,ADANIENT,4778.0,224.24,218.53,True,-27282.380000000037,-0.02546378879771677,4 days 01:07:00,-0.025276816756785947
104,2018-09-03 10:16:00+05:30,2018-09-05 11:59:00+05:30,TATAELXSI,732.0,1459.79,1399.77,True,-43934.639999999985,-0.0411155029148028,2 days 01:43:00,-0.04192405137504189
105,2018-09-06 12:16:00+05:30,2018-09-07 12:58:00+05:30,TATAELXSI,705.0,1361.19,1341.13,False,-14142.299999999961,-0.014737105033095999,1 days 00:42:00,0.07002466127493795
106,2018-09-11 11:16:00+05:30,2018-09-12 12:00:00+05:30,TATAELXSI,830.0,1323.36,1325.7,False,1942.2000000001208,0.0017682263329707305,1 days 00:44:00,-0.014631494811169689
107,2018-09-04 10:16:00+05:30,2018-09-12 13:44:00+05:30,BRITANNIA,222.0,6035.45,6367.32,False,73675.13999999997,0.05498678640366499,8 days 03:28:00,-0.06519391756150068
108,2018-09-06 10:16:00+05:30,2018-09-17 14:17:00+05:30,ADANIENT,10180.0,155.93,149.74,False,-63014.199999999975,-0.03969730007054446,11 days 04:01:00,0.0018334535953151048
109,2018-09-17 11:16:00+05:30,2018-09-18 13:29:00+05:30,TATAELXSI,761.0,1365.11,1352.6,True,-9520.109999999993,-0.009164096666202718,1 days 02:13:00,-0.009538309762708926
110,2018-09-24 12:16:00+05:30,2018-09-25 11:29:00+05:30,ADANIENT,7809.0,136.7,133.23,False,-27097.229999999992,-0.025384052670080464,0 days 23:13:00,
111,2018-09-26 11:16:00+05:30,2018-09-27 14:31:00+05:30,ADANIENT,7726.0,139.87,134.6,False,-40716.02000000008,-0.03767784371201837,1 days 03:15:00,-0.027530379780890225
112,2018-09-21 13:16:00+05:30,2018-09-28 14:20:00+05:30,BRITANNIA,225.0,5746.23,5691.94,False,-12215.249999999993,-0.009447933688696758,7 days 01:04:00,0.06421783255282647
113,2018-09-24 11:16:00+05:30,2018-10-03 11:45:00+05:30,TATAELXSI,1153.0,1189.72,1244.54,False,63207.45999999993,0.04607806878929491,9 days 00:29:00,-0.04113155856274517
114,2018-09-28 10:16:00+05:30,2018-10-04 10:41:00+05:30,ADANIENT,9884.0,132.66,134.26,False,15814.399999999943,0.0120609075832956,6 days 00:25:00,
115,2018-10-01 11:16:00+05:30,2018-10-08 14:29:00+05:30,BRITANNIA,232.0,5532.06,5702.24,False,39481.75999999986,0.030762500768248963,7 days 03:13:00,
116,2018-10-09 12:16:00+05:30,2018-10-10 10:46:00+05:30,BRITANNIA,214.0,5618.82,5509.88,False,-23313.159999999916,-0.019388412513659383,0 days 22:30:00,0.07939401937601248
117,2018-10-08 10:16:00+05:30,2018-10-10 11:49:00+05:30,TATAELXSI,1268.0,1010.47,1084.66,False,94072.92000000007,0.07342127920670585,2 days 01:33:00,-0.020494027591876435
118,2018-10-10 14:16:00+05:30,2018-10-11 10:40:00+05:30,ADANIENT,7725.0,140.38,139.24,True,-8806.499999999894,-0.00812081493090174,0 days 20:24:00,-0.008016788018009216
119,2018-10-19 11:16:00+05:30,2018-10-22 13:46:00+05:30,TATAELXSI,1384.0,1002.05,973.34,False,-39734.63999999989,-0.028651264906940692,3 days 02:30:00,
120,2018-10-12 14:16:00+05:30,2018-10-25 10:38:00+05:30,ADANIENT,8077.0,145.58,162.94,True,140216.71999999988,0.11924714933369956,12 days 20:22:00,
121,2018-10-23 14:16:00+05:30,2018-10-26 13:11:00+05:30,BRITANNIA,258.0,5361.43,5446.8,False,22025.45999999997,0.01592299069464674,2 days 22:55:00,0.01759204438632892
122,2018-10-26 12:16:00+05:30,2018-10-29 12:55:00+05:30,ADANIENT,7461.0,169.03,169.85,False,6118.0199999999495,0.004851209844406278,3 days 00:39:00,-0.011374486803259042
123,2018-10-23 10:16:00+05:30,2018-10-29 14:27:00+05:30,TATAELXSI,1515.0,981.22,971.82,False,-14240.999999999965,-0.00957991072338515,6 days 04:11:00,
124,2018-10-31 13:16:00+05:30,2018-11-02 14:17:00+05:30,TATAELXSI,27.0,1049.49,1050.98,True,40.230000000000246,0.0014197372056903917,2 days 01:01:00,0.047077470230304334
125,2018-11-05 12:16:00+05:30,2018-11-06 14:00:00+05:30,TATAELXSI,1207.0,1072.87,1049.61,True,-28074.81999999999,-0.021680166282960652,1 days 01:44:00,3.220791037967622e-05
126,2018-11-05 12:16:00+05:30,2018-11-09 12:13:00+05:30,ADANIENT,8048.0,166.47,168.58,False,16981.280000000108,0.012674956448609439,3 days 23:57:00,-0.021773500735956793
127,2018-10-30 11:16:00+05:30,2018-11-13 10:50:00+05:30,BRITANNIA,230.0,5419.66,5677.72,True,59353.80000000009,0.04761553307772081,13 days 23:34:00,0.013169876514880267
128,2018-11-12 13:16:00+05:30,2018-11-13 14:04:00+05:30,TATAELXSI,1308.0,1005.23,999.44,False,-7573.319999999952,-0.0057598758493080816,1 days 00:48:00,-0.006029028725822284
129,2018-11-12 13:16:00+05:30,2018-11-15 10:52:00+05:30,ADANIENT,8371.0,164.66,162.39,False,-19002.170000000086,-0.013785983238187844,2 days 21:36:00,-0.015127398391056984
130,2018-11-14 12:16:00+05:30,2018-11-15 13:00:00+05:30,TATAELXSI,1267.0,1006.85,992.78,False,-17826.690000000064,-0.013974276207975419,1 days 00:44:00,-0.014650601125595387
131,2018-11-16 12:16:00+05:30,2018-11-19 12:15:00+05:30,TATAELXSI,1250.0,977.38,967.0,False,-12974.999999999995,-0.010620229593402766,2 days 23:59:00,
132,2018-11-16 12:16:00+05:30,2018-11-20 13:48:00+05:30,BRITANNIA,206.0,5928.45,5926.66,True,-368.7399999999925,-0.00030193389503157885,4 days 01:32:00,
133,2018-11-21 12:16:00+05:30,2018-11-29 10:40:00+05:30,BRITANNIA,416.0,2979.01,3025.08,True,19165.11999999988,0.015464869201513154,7 days 22:24:00,
134,2018-11-16 12:16:00+05:30,2018-11-29 11:28:00+05:30,ADANIENT,16349.0,162.87,160.07,False,-45777.200000000186,-0.017191625222570218,12 days 23:12:00,0.01571414096072588
135,2018-11-28 12:16:00+05:30,2018-11-29 12:22:00+05:30,TATAELXSI,1296.0,1024.45,1002.87,True,-27967.68000000005,-0.02106496168675879,1 days 00:06:00,-0.02429408556377899
136,2018-11-29 13:16:00+05:30,2018-12-04 12:56:00+05:30,ADANIENT,7010.0,168.33,163.01,True,-37293.20000000015,-0.03160458622943041,4 days 23:40:00,-0.033960110884226055
137,2018-11-30 13:16:00+05:30,2018-12-06 12:48:00+05:30,TATAELXSI,1146.0,1022.06,1016.16,True,-6761.399999999974,-0.005772655225720582,5 days 23:32:00,-0.030981074868306768
138,2018-12-06 13:16:00+05:30,2018-12-07 12:33:00+05:30,ADANIENT,7397.0,152.67,152.07,False,-4438.199999999958,-0.003930045195519712,0 days 23:17:00,
139,2018-12-10 11:16:00+05:30,2018-12-11 14:04:00+05:30,ADANIENT,7918.0,147.1,144.75,False,-18607.299999999956,-0.015975526852481266,1 days 02:48:00,-0.0040055485629081075
140,2018-12-10 10:16:00+05:30,2018-12-11 14:50:00+05:30,TATAELXSI,1176.0,994.44,986.45,False,-9396.24000000001,-0.00803467278066048,1 days 04:34:00,-0.017208723308666466
141,2018-11-29 10:41:00+05:30,2018-12-13 10:31:00+05:30,BRITANNIA,494.0,3099.2,3030.33,False,-34021.77999999995,-0.022221863706763004,13 days 23:50:00,-0.008689992331064947
142,2018-12-18 11:16:00+05:30,2018-12-20 15:12:00+05:30,TATAELXSI,1063.0,1007.7,1010.39,False,2859.469999999937,0.002669445271410083,2 days 03:56:00,0.002712111799021233
143,2018-12-18 14:16:00+05:30,2018-12-21 11:35:00+05:30,ADANIENT,6570.0,158.18,155.41,True,-18198.900000000067,-0.01751169553673037,2 days 21:19:00,-0.01726104887241649
144,2018-12-26 11:16:00+05:30,2018-12-27 10:57:00+05:30,ADANIENT,6636.0,162.77,156.92,False,-38820.60000000015,-0.03594028383608787,0 days 23:41:00,
