date,ADANIENT,TATAELXSI,BRITANNIA
2020-02-26 15:35:00+05:30,,-1246.0,394.0
2020-02-27 15:35:00+05:30,-5291.0,-1331.0,
2020-02-28 15:35:00+05:30,-6219.0,-1548.0,-461.0
2020-03-02 15:35:00+05:30,,,-414.0
2020-03-03 15:35:00+05:30,,,
2020-03-04 15:35:00+05:30,,,
2020-03-05 15:35:00+05:30,,,399.0
2020-03-06 15:35:00+05:30,,,399.0
2020-03-09 15:35:00+05:30,-5973.0,-1302.0,-401.0
2020-03-11 15:35:00+05:30,-5809.0,,-382.0
2020-03-12 15:35:00+05:30,-8368.0,-1575.0,-492.0
2020-03-13 15:35:00+05:30,-10430.0,-1880.0,-562.0
2020-03-16 15:35:00+05:30,-14895.0,-2571.0,-738.0
2020-03-17 15:35:00+05:30,-15236.0,-2747.0,-758.0
2020-03-18 15:35:00+05:30,-18387.0,-3488.0,-933.0
2020-03-19 15:35:00+05:30,-22459.0,-4797.0,-1193.0
2020-03-20 15:35:00+05:30,-20077.0,-4567.0,
2020-03-23 15:35:00+05:30,-24772.0,-5556.0,-1390.0
2020-03-24 15:35:00+05:30,,-4922.0,
2020-03-25 15:35:00+05:30,-14674.0,-1464.0,
2020-03-26 15:35:00+05:30,,,975.0
2020-03-27 15:35:00+05:30,,3766.0,
2020-03-30 15:35:00+05:30,,,
2020-03-31 15:35:00+05:30,,,894.0
2020-04-01 15:35:00+05:30,,,
2020-04-03 15:35:00+05:30,,,
2020-04-07 15:35:00+05:30,,,821.0
2020-04-08 15:35:00+05:30,326.0,,821.0
2020-04-09 15:35:00+05:30,326.0,,821.0
2020-04-13 15:35:00+05:30,-7038.0,678.0,
2020-04-15 15:35:00+05:30,,3176.0,
2020-04-16 15:35:00+05:30,,,409.0
2020-04-17 15:35:00+05:30,,,790.0
2020-04-20 15:35:00+05:30,247.0,,790.0
2020-04-21 15:35:00+05:30,,61.0,789.0
2020-04-22 15:35:00+05:30,,66.0,788.0
2020-04-23 15:35:00+05:30,,70.0,787.0
2020-04-24 15:35:00+05:30,,70.0,787.0
2020-04-27 15:35:00+05:30,,70.0,787.0
2020-04-28 15:35:00+05:30,10137.0,1379.0,
2020-04-29 15:35:00+05:30,,3024.0,
2020-04-30 15:35:00+05:30,318.0,3024.0,
2020-05-04 15:35:00+05:30,-17766.0,,
2020-05-05 15:35:00+05:30,,,-765.0
2020-05-06 15:35:00+05:30,,,
2020-05-07 15:35:00+05:30,,,-778.0
2020-05-08 15:35:00+05:30,322.0,2770.0,
2020-05-11 15:35:00+05:30,322.0,2771.0,
2020-05-12 15:35:00+05:30,,2770.0,
2020-05-13 15:35:00+05:30,321.0,2768.0,
2020-05-14 15:35:00+05:30,,,684.0
2020-05-15 15:35:00+05:30,10746.0,-2752.0,672.0
2020-05-18 15:35:00+05:30,,-2620.0,646.0
2020-05-19 15:35:00+05:30,,-463.0,641.0
2020-05-20 15:35:00+05:30,203.0,,642.0
2020-05-21 15:35:00+05:30,,-1198.0,642.0
2020-05-22 15:35:00+05:30,,,641.0
2020-05-26 15:35:00+05:30,266.0,-1054.0,641.0
2020-05-27 15:35:00+05:30,14859.0,-2787.0,650.0
2020-05-28 15:35:00+05:30,15196.0,-2788.0,649.0
2020-05-29 15:35:00+05:30,15113.0,-2777.0,649.0
2020-06-01 15:35:00+05:30,15073.0,-2765.0,649.0
2020-06-02 15:35:00+05:30,14442.0,-2551.0,625.0
2020-06-03 15:35:00+05:30,14442.0,-2551.0,625.0
2020-06-04 15:35:00+05:30,14426.0,-2534.0,616.0
2020-06-05 15:35:00+05:30,14145.0,40.0,
2020-06-08 15:35:00+05:30,14142.0,46.0,
2020-06-09 15:35:00+05:30,14148.0,46.0,
2020-06-10 15:35:00+05:30,14155.0,46.0,
2020-06-11 15:35:00+05:30,14160.0,46.0,
2020-06-12 15:35:00+05:30,,,
2020-06-15 15:35:00+05:30,,,
2020-06-16 15:35:00+05:30,,,
2020-06-17 15:35:00+05:30,,,630.0
2020-06-18 15:35:00+05:30,,,
2020-06-19 15:35:00+05:30,10326.0,709.0,
2020-06-22 15:35:00+05:30,10333.0,709.0,
2020-06-23 15:35:00+05:30,10333.0,709.0,
2020-06-24 15:35:00+05:30,10333.0,709.0,
2020-06-25 15:35:00+05:30,10333.0,709.0,
2020-06-26 15:35:00+05:30,10333.0,709.0,
2020-06-29 15:35:00+05:30,,1590.0,245.0
2020-06-30 15:35:00+05:30,,1590.0,245.0
2020-07-01 15:35:00+05:30,,1591.0,
2020-07-02 15:35:00+05:30,289.0,2495.0,
2020-07-03 15:35:00+05:30,289.0,2496.0,
2020-07-06 15:35:00+05:30,289.0,2496.0,
2020-07-07 15:35:00+05:30,289.0,2496.0,
2020-07-08 15:35:00+05:30,289.0,2496.0,
2020-07-09 15:35:00+05:30,289.0,2496.0,
2020-07-10 15:35:00+05:30,,2495.0,6.0
2020-07-13 15:35:00+05:30,-11555.0,,608.0
2020-07-14 15:35:00+05:30,-15654.0,-2648.0,
2020-07-15 15:35:00+05:30,,,
2020-07-16 15:35:00+05:30,,2517.0,
2020-07-17 15:35:00+05:30,,857.0,
2020-07-20 15:35:00+05:30,1608.0,85.0,517.0
2020-07-21 15:35:00+05:30,10051.0,745.0,
2020-07-22 15:35:00+05:30,,2517.0,
2020-07-23 15:35:00+05:30,,2516.0,
2020-07-24 15:35:00+05:30,-12629.0,,
2020-07-27 15:35:00+05:30,-13929.0,,
2020-07-28 15:35:00+05:30,,2319.0,
2020-07-29 15:35:00+05:30,,2411.0,
2020-07-30 15:35:00+05:30,,2410.0,
2020-07-31 15:35:00+05:30,264.0,795.0,
2020-08-03 15:35:00+05:30,12862.0,,
2020-08-04 15:35:00+05:30,12864.0,,
2020-08-05 15:35:00+05:30,12858.0,,10.0
2020-08-06 15:35:00+05:30,12852.0,7.0,10.0
2020-08-07 15:35:00+05:30,12841.0,7.0,10.0
2020-08-10 15:35:00+05:30,12846.0,7.0,10.0
2020-08-11 15:35:00+05:30,12838.0,,
2020-08-12 15:35:00+05:30,12839.0,,-663.0
2020-08-13 15:35:00+05:30,12712.0,,
2020-08-14 15:35:00+05:30,,,
2020-08-17 15:35:00+05:30,,1642.0,
2020-08-18 15:35:00+05:30,68.0,2386.0,
2020-08-19 15:35:00+05:30,68.0,1033.0,
2020-08-20 15:35:00+05:30,10561.0,46.0,
2020-08-21 15:35:00+05:30,10560.0,46.0,
2020-08-24 15:35:00+05:30,10551.0,47.0,
2020-08-25 15:35:00+05:30,10527.0,54.0,
2020-08-26 15:35:00+05:30,,2001.0,-790.0
2020-08-27 15:35:00+05:30,10939.0,2743.0,-824.0
2020-08-28 15:35:00+05:30,10903.0,2759.0,-822.0
2020-08-31 15:35:00+05:30,,,-813.0
2020-09-01 15:35:00+05:30,,,
2020-09-02 15:35:00+05:30,6077.0,1126.0,
2020-09-03 15:35:00+05:30,10412.0,2569.0,-807.0
2020-09-04 15:35:00+05:30,,1199.0,-793.0
2020-09-07 15:35:00+05:30,,2514.0,
2020-09-08 15:35:00+05:30,,2512.0,
2020-09-09 15:35:00+05:30,7889.0,,
2020-09-10 15:35:00+05:30,10635.0,,-834.0
2020-09-11 15:35:00+05:30,10438.0,30.0,
2020-09-14 15:35:00+05:30,10436.0,48.0,
2020-09-15 15:35:00+05:30,10437.0,48.0,
2020-09-16 15:35:00+05:30,10433.0,,13.0
2020-09-17 15:35:00+05:30,10434.0,,
2020-09-18 15:35:00+05:30,10436.0,,
2020-09-21 15:35:00+05:30,,2331.0,-818.0
2020-09-22 15:35:00+05:30,-10845.0,,-844.0
2020-09-23 15:35:00+05:30,,-1538.0,-759.0
2020-09-24 15:35:00+05:30,,-2298.0,-748.0
2020-09-25 15:35:00+05:30,,,
2020-09-28 15:35:00+05:30,8882.0,11.0,
2020-09-29 15:35:00+05:30,,,696.0
2020-09-30 15:35:00+05:30,,,696.0
2020-10-01 15:35:00+05:30,174.0,,696.0
2020-10-05 15:35:00+05:30,174.0,,696.0
2020-10-06 15:35:00+05:30,,1906.0,
2020-10-07 15:35:00+05:30,,1904.0,
2020-10-08 15:35:00+05:30,,1902.0,
2020-10-09 15:35:00+05:30,,,
2020-10-12 15:35:00+05:30,,1852.0,-719.0
2020-10-13 15:35:00+05:30,,,
2020-10-14 15:35:00+05:30,-8502.0,,
2020-10-15 15:35:00+05:30,,,
2020-10-16 15:35:00+05:30,,8.0,681.0
2020-10-19 15:35:00+05:30,170.0,,681.0
2020-10-20 15:35:00+05:30,7593.0,,-689.0
2020-10-21 15:35:00+05:30,7902.0,1614.0,-722.0
2020-10-22 15:35:00+05:30,8017.0,1595.0,-713.0
2020-10-23 15:35:00+05:30,8017.0,1601.0,-713.0
2020-10-26 15:35:00+05:30,,1560.0,-713.0
2020-10-27 15:35:00+05:30,6215.0,,187.0
2020-10-28 15:35:00+05:30,8170.0,-1614.0,
2020-10-29 15:35:00+05:30,8555.0,-1827.0,
2020-10-30 15:35:00+05:30,8322.0,,
2020-11-02 15:35:00+05:30,8348.0,,-834.0
2020-11-03 15:35:00+05:30,8365.0,-1912.0,-845.0
2020-11-04 15:35:00+05:30,7813.0,,
2020-11-05 15:35:00+05:30,,1733.0,
2020-11-06 15:35:00+05:30,,1730.0,10.0
2020-11-09 15:35:00+05:30,,,753.0
2020-11-10 15:35:00+05:30,7384.0,-1779.0,
2020-11-11 15:35:00+05:30,,,-739.0
2020-11-12 15:35:00+05:30,,,
2020-11-13 15:35:00+05:30,6928.0,,
2020-11-17 15:35:00+05:30,6918.0,26.0,
2020-11-18 15:35:00+05:30,6918.0,36.0,
2020-11-19 15:35:00+05:30,6920.0,36.0,
2020-11-20 15:35:00+05:30,6920.0,36.0,
2020-11-23 15:35:00+05:30,6920.0,36.0,
2020-11-24 15:35:00+05:30,6918.0,36.0,
2020-11-25 15:35:00+05:30,,1789.0,
2020-11-26 15:35:00+05:30,6676.0,,-767.0
2020-11-27 15:35:00+05:30,6530.0,33.0,
2020-12-01 15:35:00+05:30,6530.0,33.0,
2020-12-02 15:35:00+05:30,6520.0,36.0,
2020-12-03 15:35:00+05:30,6520.0,,
2020-12-04 15:35:00+05:30,6527.0,,
2020-12-07 15:35:00+05:30,6525.0,33.0,
2020-12-08 15:35:00+05:30,,1597.0,
2020-12-09 15:35:00+05:30,6475.0,,
2020-12-10 15:35:00+05:30,,-1772.0,769.0
2020-12-11 15:35:00+05:30,,-662.0,
2020-12-14 15:35:00+05:30,,,754.0
2020-12-15 15:35:00+05:30,,,
2020-12-16 15:35:00+05:30,,1713.0,
2020-12-17 15:35:00+05:30,,210.0,
2020-12-18 15:35:00+05:30,,,
2020-12-21 15:35:00+05:30,-6444.0,,
2020-12-22 15:35:00+05:30,,1782.0,
2020-12-23 15:35:00+05:30,6737.0,1787.0,-858.0
2020-12-24 15:35:00+05:30,6791.0,1827.0,-885.0
2020-12-28 15:35:00+05:30,7191.0,1910.0,-985.0
2020-12-29 15:35:00+05:30,7222.0,1915.0,-992.0
2020-12-30 15:35:00+05:30,7184.0,1916.0,-987.0
2020-12-31 15:35:00+05:30,7221.0,,-969.0
2021-01-01 15:35:00+05:30,7222.0,1895.0,-990.0
2021-01-04 15:35:00+05:30,7337.0,1921.0,-1020.0
2021-01-05 15:35:00+05:30,7613.0,1928.0,-1064.0
2021-01-06 15:35:00+05:30,7667.0,1912.0,-1062.0
2021-01-07 15:35:00+05:30,7784.0,2021.0,-1125.0
2021-01-08 15:35:00+05:30,7863.0,2001.0,-1142.0
2021-01-11 15:35:00+05:30,8081.0,1970.0,-1142.0
2021-01-12 15:35:00+05:30,7969.0,2011.0,-1142.0
2021-01-13 15:35:00+05:30,7945.0,2001.0,-1142.0
2021-01-14 15:35:00+05:30,8001.0,1998.0,-1142.0
2021-01-15 15:35:00+05:30,8015.0,2000.0,-1140.0
2021-01-18 15:35:00+05:30,,1947.0,
2021-01-19 15:35:00+05:30,91.0,1946.0,14.0
2021-01-20 15:35:00+05:30,91.0,1944.0,17.0
2021-01-21 15:35:00+05:30,2867.0,,1011.0
2021-01-22 15:35:00+05:30,,,1011.0
2021-01-25 15:35:00+05:30,,,
2021-01-27 15:35:00+05:30,,,1409.0
2021-01-28 15:35:00+05:30,,,
2021-01-29 15:35:00+05:30,9800.0,,
2021-02-01 15:35:00+05:30,9797.0,33.0,
2021-02-02 15:35:00+05:30,9787.0,,
2021-02-03 15:35:00+05:30,9784.0,,
2021-02-04 15:35:00+05:30,9775.0,,30.0
2021-02-05 15:35:00+05:30,9773.0,,
2021-02-08 15:35:00+05:30,9764.0,,-1759.0
2021-02-09 15:35:00+05:30,9703.0,41.0,
2021-02-10 15:35:00+05:30,9707.0,,-1833.0
2021-02-11 15:35:00+05:30,9626.0,,
2021-02-12 15:35:00+05:30,9615.0,,-1949.0
2021-02-15 15:35:00+05:30,9572.0,1448.0,-2150.0
2021-02-16 15:35:00+05:30,9729.0,2646.0,-2258.0
2021-02-17 15:35:00+05:30,9654.0,,-2264.0
2021-02-18 15:35:00+05:30,9606.0,,-2320.0
2021-02-19 15:35:00+05:30,9730.0,,-2192.0
2021-02-22 15:35:00+05:30,9687.0,-2902.0,
2021-02-23 15:35:00+05:30,9424.0,,
2021-02-24 15:35:00+05:30,9418.0,,
2021-02-25 15:35:00+05:30,9407.0,,41.0
2021-02-26 15:35:00+05:30,9396.0,-3009.0,
2021-03-01 15:35:00+05:30,9438.0,-3081.0,
2021-03-02 15:35:00+05:30,9624.0,-3219.0,2417.0
2021-03-03 15:35:00+05:30,9804.0,-3534.0,2599.0
2021-03-04 15:35:00+05:30,9267.0,-3099.0,2444.0
2021-03-05 15:35:00+05:30,9249.0,-3040.0,2386.0
2021-03-08 15:35:00+05:30,9259.0,-942.0,
2021-03-09 15:35:00+05:30,9279.0,,
2021-03-10 15:35:00+05:30,,,
2021-03-12 15:35:00+05:30,9121.0,,
2021-03-15 15:35:00+05:30,9121.0,,
2021-03-16 15:35:00+05:30,9122.0,32.0,18.0
2021-03-17 15:35:00+05:30,,2906.0,
2021-03-18 15:35:00+05:30,,,
2021-03-19 15:35:00+05:30,,,
2021-03-22 15:35:00+05:30,3267.0,,1381.0
2021-03-23 15:35:00+05:30,3267.0,,1381.0
2021-03-24 15:35:00+05:30,7754.0,-1362.0,
2021-03-25 15:35:00+05:30,,-2972.0,
2021-03-26 15:35:00+05:30,7678.0,-1274.0,
2021-03-30 15:35:00+05:30,7680.0,,44.0
2021-03-31 15:35:00+05:30,,,2181.0
2021-04-01 15:35:00+05:30,,58.0,2183.0
2021-04-05 15:35:00+05:30,,58.0,2182.0
2021-04-06 15:35:00+05:30,,58.0,2183.0
2021-04-07 15:35:00+05:30,,58.0,2183.0
2021-04-08 15:35:00+05:30,,58.0,2219.0
2021-04-09 15:35:00+05:30,,58.0,2219.0
2021-04-12 15:35:00+05:30,,,2218.0
2021-04-13 15:35:00+05:30,,,
2021-04-15 15:35:00+05:30,,,-2255.0
2021-04-16 15:35:00+05:30,7123.0,,-12.0
2021-04-19 15:35:00+05:30,,,
2021-04-20 15:35:00+05:30,,,
2021-04-22 15:35:00+05:30,7017.0,,
2021-04-23 15:35:00+05:30,7056.0,2534.0,-2245.0
2021-04-26 15:35:00+05:30,7301.0,2708.0,-2435.0
2021-04-27 15:35:00+05:30,7283.0,2741.0,-2458.0
2021-04-28 15:35:00+05:30,7613.0,2758.0,-2590.0
2021-04-29 15:35:00+05:30,7857.0,2771.0,-2687.0
2021-04-30 15:35:00+05:30,8078.0,2753.0,-2747.0
2021-05-03 15:35:00+05:30,8239.0,2849.0,-2843.0
2021-05-04 15:35:00+05:30,8239.0,2849.0,-2843.0
2021-05-05 15:35:00+05:30,8239.0,2849.0,-2843.0
2021-05-06 15:35:00+05:30,8709.0,249.0,-726.0
2021-05-07 15:35:00+05:30,8723.0,,61.0
2021-05-10 15:35:00+05:30,8722.0,-962.0,-3319.0
2021-05-11 15:35:00+05:30,8900.0,-3266.0,-218.0
2021-05-12 15:35:00+05:30,8927.0,-3301.0,
2021-05-14 15:35:00+05:30,-9335.0,-3355.0,3279.0
2021-05-17 15:35:00+05:30,,-847.0,2919.0
2021-05-18 15:35:00+05:30,84.0,,2902.0
2021-05-19 15:35:00+05:30,,57.0,2902.0
2021-05-20 15:35:00+05:30,,,-2911.0
2021-05-21 15:35:00+05:30,,,-2920.0
2021-05-24 15:35:00+05:30,,,-3011.0
2021-05-25 15:35:00+05:30,,,
2021-05-26 15:35:00+05:30,7616.0,,
2021-05-27 15:35:00+05:30,7580.0,57.0,
2021-05-28 15:35:00+05:30,7580.0,57.0,
2021-05-31 15:35:00+05:30,7580.0,57.0,
2021-06-01 15:35:00+05:30,7575.0,,
2021-06-02 15:35:00+05:30,7560.0,,66.0
2021-06-03 15:35:00+05:30,7553.0,,70.0
2021-06-04 15:35:00+05:30,7546.0,,73.0
2021-06-07 15:35:00+05:30,,631.0,2899.0
2021-06-08 15:35:00+05:30,,631.0,2899.0
2021-06-09 15:35:00+05:30,,633.0,2899.0
2021-06-10 15:35:00+05:30,,633.0,2899.0
2021-06-11 15:35:00+05:30,,633.0,2899.0
2021-06-14 15:35:00+05:30,-8001.0,1861.0,357.0
2021-06-15 15:35:00+05:30,-6575.0,2037.0,2819.0
2021-06-16 15:35:00+05:30,-6826.0,241.0,2854.0
2021-06-17 15:35:00+05:30,-8382.0,,3142.0
2021-06-18 15:35:00+05:30,,-2340.0,
2021-06-21 15:35:00+05:30,,-3037.0,1224.0
2021-06-22 15:35:00+05:30,6906.0,-2060.0,65.0
2021-06-23 15:35:00+05:30,,,
2021-06-24 15:35:00+05:30,,,2805.0
2021-06-25 15:35:00+05:30,,1171.0,954.0
2021-06-28 15:35:00+05:30,,2704.0,
2021-06-29 15:35:00+05:30,1369.0,2702.0,-2263.0
2021-06-30 15:35:00+05:30,7458.0,2695.0,-3119.0
2021-07-01 15:35:00+05:30,,118.0,-3148.0
2021-07-02 15:35:00+05:30,,2634.0,-3263.0
2021-07-05 15:35:00+05:30,-8382.0,622.0,-3253.0
2021-07-06 15:35:00+05:30,,,-3193.0
2021-07-07 15:35:00+05:30,,,-3168.0
2021-07-08 15:35:00+05:30,,-1223.0,-3239.0
2021-07-09 15:35:00+05:30,,-581.0,-3226.0
2021-07-12 15:35:00+05:30,,,-3233.0
2021-07-13 15:35:00+05:30,-7926.0,,-3219.0
2021-07-14 15:35:00+05:30,-7874.0,,-3197.0
2021-07-15 15:35:00+05:30,,2485.0,-3214.0
2021-07-16 15:35:00+05:30,-7760.0,,-3147.0
2021-07-19 15:35:00+05:30,,,-3129.0
2021-07-20 15:35:00+05:30,-7664.0,-1839.0,-3067.0
2021-07-22 15:35:00+05:30,-7667.0,-1459.0,-3063.0
2021-07-23 15:35:00+05:30,-7174.0,,-639.0
2021-07-26 15:35:00+05:30,,,2924.0
2021-07-27 15:35:00+05:30,-7275.0,,1597.0
2021-07-28 15:35:00+05:30,,,
2021-07-29 15:35:00+05:30,,1105.0,-2918.0
2021-07-30 15:35:00+05:30,6874.0,516.0,-1004.0
2021-08-02 15:35:00+05:30,6837.0,,51.0
2021-08-03 15:35:00+05:30,6838.0,3.0,51.0
2021-08-04 15:35:00+05:30,,,2754.0
2021-08-05 15:35:00+05:30,,,2739.0
2021-08-06 15:35:00+05:30,,,2740.0
2021-08-09 15:35:00+05:30,,,2739.0
2021-08-10 15:35:00+05:30,,,2739.0
2021-08-11 15:35:00+05:30,,-1364.0,
2021-08-12 15:35:00+05:30,,-1383.0,
2021-08-13 15:35:00+05:30,,,
2021-08-16 15:35:00+05:30,,1511.0,
2021-08-17 15:35:00+05:30,,2189.0,58.0
2021-08-18 15:35:00+05:30,,2189.0,58.0
2021-08-20 15:35:00+05:30,,2189.0,58.0
2021-08-23 15:35:00+05:30,,2189.0,58.0
2021-08-24 15:35:00+05:30,1869.0,,
2021-08-25 15:35:00+05:30,7136.0,35.0,9.0
2021-08-26 15:35:00+05:30,,543.0,9.0
2021-08-27 15:35:00+05:30,,910.0,1596.0
2021-08-30 15:35:00+05:30,839.0,47.0,1664.0
2021-08-31 15:35:00+05:30,2099.0,,1896.0
2021-09-01 15:35:00+05:30,2099.0,,1896.0
2021-09-02 15:35:00+05:30,2099.0,1.0,1896.0
2021-09-03 15:35:00+05:30,2099.0,,1896.0
2021-09-06 15:35:00+05:30,2099.0,,169.0
2021-09-07 15:35:00+05:30,,641.0,1322.0
2021-09-08 15:35:00+05:30,,,
2021-09-09 15:35:00+05:30,,,
2021-09-13 15:35:00+05:30,,990.0,
2021-09-14 15:35:00+05:30,-6899.0,378.0,2552.0
2021-09-15 15:35:00+05:30,,1296.0,702.0
2021-09-16 15:35:00+05:30,,2022.0,
2021-09-17 15:35:00+05:30,,2021.0,
2021-09-20 15:35:00+05:30,-8058.0,2018.0,
2021-09-21 15:35:00+05:30,,,2380.0
2021-09-22 15:35:00+05:30,,,2784.0
2021-09-23 15:35:00+05:30,7104.0,,
2021-09-24 15:35:00+05:30,7607.0,34.0,
2021-09-27 15:35:00+05:30,7602.0,,
2021-09-28 15:35:00+05:30,,,
2021-09-29 15:35:00+05:30,,,
2021-09-30 15:35:00+05:30,,,-2434.0
2021-10-01 15:35:00+05:30,,,-2941.0
2021-10-04 15:35:00+05:30,2466.0,1547.0,-324.0
2021-10-05 15:35:00+05:30,7337.0,,-1033.0
2021-10-06 15:35:00+05:30,,1765.0,50.0
2021-10-07 15:35:00+05:30,149.0,1764.0,
2021-10-08 15:35:00+05:30,1379.0,338.0,
2021-10-11 15:35:00+05:30,7094.0,,
2021-10-12 15:35:00+05:30,,,
2021-10-13 15:35:00+05:30,6888.0,,
2021-10-14 15:35:00+05:30,6882.0,36.0,
2021-10-18 15:35:00+05:30,6884.0,36.0,
2021-10-19 15:35:00+05:30,,1695.0,
2021-10-20 15:35:00+05:30,6581.0,171.0,-2268.0
2021-10-21 15:35:00+05:30,6756.0,,-2912.0
2021-10-22 15:35:00+05:30,,,-2868.0
2021-10-25 15:35:00+05:30,,-1801.0,-2909.0
2021-10-26 15:35:00+05:30,,-664.0,-2254.0
2021-10-27 15:35:00+05:30,6580.0,-1775.0,
2021-10-28 15:35:00+05:30,-6629.0,,-1371.0
2021-10-29 15:35:00+05:30,,,-1696.0
2021-11-01 15:35:00+05:30,,,-2620.0
2021-11-02 15:35:00+05:30,,,-567.0
2021-11-03 15:35:00+05:30,,1508.0,-2113.0
2021-11-04 15:35:00+05:30,,1554.0,-2650.0
2021-11-08 15:35:00+05:30,6171.0,361.0,-1291.0
2021-11-09 15:35:00+05:30,6255.0,,-2819.0
2021-11-10 15:35:00+05:30,6127.0,544.0,-887.0
2021-11-11 15:35:00+05:30,6133.0,544.0,-887.0
2021-11-12 15:35:00+05:30,6179.0,,-156.0
2021-11-15 15:35:00+05:30,6177.0,,
2021-11-16 15:35:00+05:30,,,
2021-11-17 15:35:00+05:30,,1035.0,
2021-11-18 15:35:00+05:30,,,-2569.0
2021-11-22 15:35:00+05:30,,-1696.0,
2021-11-23 15:35:00+05:30,,-1690.0,
2021-11-24 15:35:00+05:30,5838.0,-1093.0,
2021-11-25 15:35:00+05:30,5934.0,-1318.0,
2021-11-26 15:35:00+05:30,,-1755.0,
2021-11-29 15:35:00+05:30,,-1874.0,-1754.0
2021-11-30 15:35:00+05:30,,-1737.0,
2021-12-01 15:35:00+05:30,6042.0,-979.0,
2021-12-02 15:35:00+05:30,5982.0,-108.0,236.0
2021-12-03 15:35:00+05:30,,,2693.0
2021-12-06 15:35:00+05:30,,-1548.0,
2021-12-07 15:35:00+05:30,,-1820.0,
2021-12-08 15:35:00+05:30,5783.0,-1678.0,2774.0
2021-12-09 15:35:00+05:30,5709.0,-1620.0,2763.0
2021-12-10 15:35:00+05:30,5709.0,-1618.0,2762.0
2021-12-13 15:35:00+05:30,5747.0,-776.0,997.0
2021-12-14 15:35:00+05:30,,886.0,-2768.0
2021-12-15 15:35:00+05:30,,,-2763.0
2021-12-16 15:35:00+05:30,,,-2751.0
2021-12-17 15:35:00+05:30,-5914.0,,-2769.0
2021-12-20 15:35:00+05:30,-6634.0,-1917.0,-3039.0
2021-12-21 15:35:00+05:30,,-1822.0,-68.0
2021-12-22 15:35:00+05:30,,-318.0,
2021-12-23 15:35:00+05:30,,,
2021-12-24 15:35:00+05:30,5887.0,,
2021-12-27 15:35:00+05:30,5881.0,-443.0,
2021-12-28 15:35:00+05:30,5856.0,-790.0,614.0
2021-12-29 15:35:00+05:30,979.0,673.0,
2021-12-30 15:35:00+05:30,,1732.0,
2021-12-31 15:35:00+05:30,119.0,1732.0,2.0
2022-01-03 15:35:00+05:30,119.0,1732.0,
2022-01-04 15:35:00+05:30,119.0,1731.0,3.0
2022-01-05 15:35:00+05:30,,1732.0,3.0
2022-01-06 15:35:00+05:30,,544.0,1097.0
2022-01-07 15:35:00+05:30,,-661.0,2759.0
2022-01-10 15:35:00+05:30,,,2694.0
2022-01-11 15:35:00+05:30,,,2693.0
2022-01-12 15:35:00+05:30,,1657.0,
2022-01-13 15:35:00+05:30,,1634.0,
2022-01-14 15:35:00+05:30,,316.0,
2022-01-17 15:35:00+05:30,5496.0,890.0,-1713.0
2022-01-18 15:35:00+05:30,5588.0,1621.0,-2907.0
2022-01-19 15:35:00+05:30,6014.0,1607.0,-3105.0
2022-01-20 15:35:00+05:30,6401.0,1606.0,-3240.0
2022-01-21 15:35:00+05:30,,1591.0,-1236.0
2022-01-24 15:35:00+05:30,-6678.0,,-2791.0
2022-01-25 15:35:00+05:30,,,-3188.0
2022-01-27 15:35:00+05:30,-6593.0,,-3213.0
2022-01-28 15:35:00+05:30,,1503.0,-257.0
2022-01-31 15:35:00+05:30,,1500.0,
2022-02-01 15:35:00+05:30,18.0,1500.0,54.0
2022-02-02 15:35:00+05:30,18.0,55.0,
2022-02-03 15:35:00+05:30,6323.0,,
2022-02-04 15:35:00+05:30,6324.0,,
2022-02-07 15:35:00+05:30,,,-2813.0
2022-02-08 15:35:00+05:30,,15.0,-1634.0
2022-02-09 15:35:00+05:30,,1396.0,
2022-02-10 15:35:00+05:30,3995.0,,
2022-02-11 15:35:00+05:30,,-1026.0,-1469.0
2022-02-14 15:35:00+05:30,-6680.0,-1609.0,-3300.0
2022-02-15 15:35:00+05:30,,-1532.0,-1292.0
2022-02-16 15:35:00+05:30,,-1469.0,
2022-02-17 15:35:00+05:30,,-1517.0,
2022-02-18 15:35:00+05:30,6124.0,-1544.0,
2022-02-21 15:35:00+05:30,,-1591.0,
2022-02-22 15:35:00+05:30,,-1692.0,
2022-02-23 15:35:00+05:30,,-824.0,2886.0
2022-02-24 15:35:00+05:30,-7293.0,-1895.0,
2022-02-25 15:35:00+05:30,,,
2022-02-28 15:35:00+05:30,,,-3068.0
2022-03-02 15:35:00+05:30,,,-3098.0
2022-03-03 15:35:00+05:30,,,
2022-03-04 15:35:00+05:30,,,-3040.0
2022-03-07 15:35:00+05:30,-7079.0,,-3439.0
2022-03-08 15:35:00+05:30,,,-3660.0
2022-03-09 15:35:00+05:30,,1578.0,-3457.0
2022-03-10 15:35:00+05:30,5590.0,1557.0,-2950.0
2022-03-11 15:35:00+05:30,5611.0,1548.0,-2936.0
2022-03-14 15:35:00+05:30,5611.0,1548.0,-2936.0
2022-03-15 15:35:00+05:30,,498.0,-2013.0
2022-03-16 15:35:00+05:30,5165.0,258.0,
2022-03-17 15:35:00+05:30,5165.0,258.0,
2022-03-21 15:35:00+05:30,6091.0,,
2022-03-22 15:35:00+05:30,6033.0,,-3459.0
2022-03-23 15:35:00+05:30,,1451.0,-3565.0
2022-03-24 15:35:00+05:30,,119.0,-3535.0
2022-03-25 15:35:00+05:30,6404.0,1448.0,-3800.0
2022-03-28 15:35:00+05:30,7083.0,1468.0,-4289.0
